title,node_id,path,short_description,uuid
"Clinic Licensure",339421,"/clinic-licensure","Information and resources for health care clinics licensed by the Division of Health Care Facility Licensure and Certification.","3beb15b2-5bf3-4bf2-b262-e8750157bd0e"
"Primary Stroke Services (PSS) in Hospitals",339406,"/primary-stroke-services-pss-in-hospitals","Find information on stroke and stroke treatment in Primary Stroke Service hospitals in Massachusetts.","9f64cb3d-2d03-4070-bb2e-1aaa42c081a0"
"Hospice Program Licensure",339381,"/hospice-program-licensure","Licensure information and resources for health care providers that operate hospice programs.","bffaabbd-0246-4872-a29a-a99c9e69cb2e"
"Home Health Agency (HHA) Provider Information",339361,"/home-health-agency-hha-provider-information","Resources and certification information for health care providers that operate home health agencies.","276675ad-af5b-4eb3-8303-eae3cc77114b"
"Algae Blooms",339341,"/algae-blooms","Learn about algae and how it interacts with and effects our environment.","89f5302c-7cb5-42fa-a64b-202cbdd95d65"
"Acquired Brain Injury (ABI) and Moving Forward Plan (MFP) Waivers",338871,"/acquired-brain-injury-abi-and-moving-forward-plan-mfp-waivers","Helping MassHealth members move from a nursing facility or long-stay hospital back to their community.","1bab19a6-1786-4e50-aab7-55022f6d4201"
"Rabies",338201,"/rabies","Learn about rabies virus and view surveillance data","0b3838f3-d373-4549-a04d-6e428b1f1cf0"
"Information for MassHealth Applicants",337836,"/information-for-masshealth-applicants","Find information about applying for MassHealth, the Health Safety Net, and the Children's Medical Security Plan.","63bca3ba-c7e4-43cb-9c73-b36d8cd0bdc3"
"Early Childhood Initiatives",337446,"/early-childhood-initiatives","Strengthening comprehensive systems of care for children and families in Massachusetts.","4e78cc54-179c-4321-a91f-c32a0abc4606"
"Prenatal and Infancy Initiatives",336326,"/prenatal-and-infancy-initiatives","Pregnancy and the first year of a child’s life are a unique time in a family’s journey. Our Prenatal and Early Infancy Initiatives direct research and resources towards ensuring optimum outcomes for parents and their children during this first year.","da0fe9e8-7073-46b5-b731-39e908c06d51"
"DPH Hiring Events",335466,"/dph-hiring-events","Thank you for attending one of our recent Hiring Events.","6d0b09d7-ef1a-4667-b32b-907b09974a8d"
"Filing Financial Statements in the Courts",335471,"/filing-financial-statements-in-the-courts","Financial statements are used to help people in family law cases understand their financial situations.","e8e72ca8-206f-4595-b6e4-d89b78159336"
"Foodborne illness",334151,"/foodborne-illness","Foodborne illness, or “food poisoning,” is caused by the consumption of food or drinks that have been contaminated with bacteria, viruses, parasites, toxins or chemicals. Typical symptoms include vomiting, diarrhea, and abdominal cramps.","0a43672b-1f1c-4c12-9180-699e42b7b3a0"
"Highway Safety Improvement Program",333946,"/highway-safety-improvement-program","The HSIP provides funding for eligible improvements that reduce fatalities and serious injuries on public roads.","76d83af5-03fb-47d4-bb48-bbd7d9dbc886"
"DDS Careers",333731,"/dds-careers","This website is for candidates who are interested in employment at DDS.","58dc90e7-b5e9-4b1f-b145-aa290bb970fb"
"Health Impact Assessment",333466,"/health-impact-assessment","Health Impact Assessment (HIA) is a tool to identify potential health impacts and benefits of a proposed project, program, or policy decision and recommend strategies that best protect and promote health.","cc3cdf83-4e70-4c8e-8cbd-e603ec4fed9a"
"Climate and Health",333451,"/climate-and-health","Our Climate and Health Program strengthens local health response to climate change.","cd767992-fc60-4d6b-be33-0734821df83a"
"Pediatric Palliative Care Network (PPCN)",333341,"/pediatric-palliative-care-network-ppcn","A network of people caring for children and youth living with life-limiting illness and their families.","49ea0b83-7a42-4af8-81b0-2e69d06bf755"
"Sexual and Domestic Violence Prevention and Services",332911,"/sexual-and-domestic-violence-prevention-and-services","Programs working to respond to and prevent sexual assault and domestic violence","ab7a16b7-a65b-44cb-90f2-63fcef15097e"
"Login to EOPSS E-Learning Site (ELIS)",332866,"/login-to-eopss-e-learning-site-elis","The Public Safety full service e-Learning & classroom management site","05d8a366-b1ee-4c26-b188-1610c7824c4d"
"Tobin Bridge Repair Project",332576,"/tobin-bridge-repair-project","The Maurice J. Tobin Memorial Bridge (U.S. Route 1) is in need of repair to continue service through the 21st century. Rehabilitation work including repaving, painting, and steel repair will be underway from 2018 to 2020.","34ea39f4-d43e-4dc9-9a28-0f9cc064f220"
"National TeleNursing Center",332361,"/national-telenursing-center","Learn about the center.","346827b8-ae69-4187-9184-01a7b8f78ed9"
"MA Sexual Assault Nurse Examiner (SANE) Program",331966,"/ma-sexual-assault-nurse-examiner-sane-program","The MA SANE Program provides trauma-informed, expert forensic nursing care to sexual assault patients across the lifespan in MA.","1c08ba87-c2c2-4c92-91d7-13437658eb9e"
"Poison Prevention",331991,"/poison-prevention","The mission of the Regional Center for Poison Control and Prevention is to provide assistance and expertise in the medical diagnosis, management and prevention of poisonings in Massachusetts and Rhode Island.","3b86bcd2-dcc4-4c74-bfcb-32916fed2984"
"Sponsor Administration Change Form",331281,"/sponsor-administration-change-form","The Sponsor Administration Change Form is used for changes related to sponsor (i.e. airport) administration costs where Aeronautics is providing funding.","6080a48d-ba05-4bdb-af10-546e06e99cfd"
"Mass in Motion: Working on Wellness Program",331266,"/mass-in-motion-working-on-wellness-program","Worksite wellness programs","fa42c11b-8c87-4d10-ae30-7d685661c374"
"Mass in Motion: Schools",331206,"/mass-in-motion-schools","Promoting healthy environments in Massachusetts schools","aeb2290d-2abe-4230-ad98-cff423c5b826"
"Model Jury Instructions",331081,"/model-jury-instructions","The Massachusetts Court System's jury instructions are written statements that explain the jury's role and laws that apply to the specific case.","cf5d0ba4-20da-45ea-a228-5209943d06cc"
"Inpatient/IRTP Licensing",331046,"/inpatientirtp-licensing","DMH Inpatient/IRTP Licensing Division","2cd389db-c6c4-4558-92e0-8e96ae8cc69f"
"Mass in Motion: Community",330956,"/mass-in-motion-community","Helping Massachusetts communities eat better, move more, and live well","2f43f7f9-82c0-47e4-9057-481b1bcaa3ff"
"Cape Cod Canal Transportation Study",330891,"/cape-cod-canal-transportation-study","This study attempts to identify existing and future multi-modal transportation deficiencies and needs around the Cape Cod Canal area.","9e5f4c7c-b34d-4f56-a956-af35281eaf33"
"I-90 Interchange Study",330571,"/i-90-interchange-study","A conceptual planning study examining the feasibility of a new interchange on I-90 between Exits 2 and 3.","d69bdfdd-ccf3-4c04-b5b8-ae94cdea88df"
"Mass in Motion: Kids Health",330196,"/mass-in-motion-kids-health","Help your child eat better and move more!","a0974d19-ba7d-4241-8ad2-13db83080ad9"
"Register a Private Restricted Landing Area (PRLA)",330126,"/register-a-private-restricted-landing-area-prla","Register a landing area that will be used only by the owner and others authorized by the owner.","8352eab0-3c60-4557-9e84-bfc21fbd3d76"
"Capital Debt Affordability Committee",329966,"/capital-debt-affordability-committee","This Committee reviews Commonwealth debt and reports on the amount of debt that prudently may be authorized each fiscal year.","703f35f4-6032-4965-a4e7-df52679d8c24"
"State Finance and Governance Board",329886,"/state-finance-and-governance-board","A five-member board that serves under the Governor in the Executive Office for Administration and Finance to oversee investment, borrowing, and other financial transactions by state entities.","9427ef8e-52ee-4547-9df1-8b71d1da6ca8"
"Mass in Motion: Eating Better and Moving More",329891,"/mass-in-motion-eating-better-and-moving-more","6 ways to eat better and move more","37bcf08e-67d4-47c9-b4f3-6704dfdf57ac"
"About Mass in Motion",329746,"/about-mass-in-motion","Mass in Motion is a statewide movement that promotes opportunities for healthy eating and active living in the places people live, learn, work and play.","0b6a2210-f802-42ee-a849-bcfffbfd9eca"
"Sexual and Reproductive Health Program (SRHP)",328846,"/sexual-and-reproductive-health-program-srhp","Promoting healthy relationships and sexuality, preventing unintended pregnancies and STDs, and reducing infant mortality and morbidity in Massachusetts","818124bf-f43a-4ecb-9762-28852b0d74c0"
"Child and Youth Violence Prevention Services",327866,"/child-and-youth-violence-prevention-services","Our Program provides funding to community-based initiatives across the state working to prevent youth violence.","37934134-4161-41f1-bbc8-5fffdc199fb6"
"Senior Initiatives",327601,"/senior-initiatives","Senior Initiatives","9e805f77-1013-4c55-91f8-3c01da370fdd"
"Nursing Home Provider Information",325596,"/nursing-home-provider-information","For providers and administrators of nursing home care in Massachusetts.","4d034be6-7b59-4a78-b15b-c10c899bcb57"
"Attend a Registration of Real Estate Brokers and Salespersons Meeting",325206,"/attend-a-registration-of-real-estate-brokers-and-salespersons-meeting","Dates, Agendas and Meeting Minutes","c96c3e37-8c13-4273-ac32-4f6358fa0a14"
"Cybersecurity",323436,"/cybersecurity","How to safeguard your online identity and data from cyber security threats, online scams and data breaches.","609c25eb-54ce-45bf-813d-a36b3570b45b"
"Pharmacy Substance Use Disorder Program (PSUD)",323056,"/pharmacy-substance-use-disorder-program-psud","If you're a pharmacist, pharmacy intern, or pharmacy technician with a substance use disorder, PSUD is a confidential, voluntary, non-disciplinary alternative to traditional disciplinary action.","fceb603b-406f-4b63-be9d-a71df5540c75"
"The Municipal Law Unit",322751,"/the-municipal-law-unit","Learn more about the Attorney General's Municipal Law Unit. Find all necessary forms for submitting by-laws to the AGO.","c43bee8e-f5c6-4b81-9167-9baa6a9cf244"
"Emergency Contraception",322616,"/emergency-contraception","For anyone in need of access to Emergency Contraception (EC) and other support services, such as surviving assault.","e0b9f093-dbef-4ac3-8cff-ac78646d4dce"
"Adolescent Sexuality Education Program (ASE)",322556,"/adolescent-sexuality-education-program-ase","The goal of the statewide ASE Program is to increase life opportunities for youth","d0292ccf-ce44-459c-ab88-cbada95f955b"
"Personal Responsibility Education Program (PREP)",322426,"/personal-responsibility-education-program-prep","Providing high quality, age-appropriate, and medically accurate comprehensive sexuality education to the young people most impacted in Massachusetts.","b8c69296-6cd7-4f0b-8823-fa78b49ede85"
"Emergency Contraception for Community Pharmacies",322406,"/emergency-contraception-for-community-pharmacies","For licensed pharmacists and actively practicing physicians that provide emergency care to sexual assault survivors.","02f80c9b-e0b3-4180-8110-7cac4ce5fbff"
"The Massachusetts Pregnant and Parenting Teen Initiative (MPPTI)",322376,"/the-massachusetts-pregnant-and-parenting-teen-initiative-mppti","The Massachusetts Pregnant and Parenting Teen Initiative (MPPTI) aims to increase life opportunities and enhance family stability among young families","482c8c80-e897-4d4a-8324-367d980281bf"
"A Clearer Code: Regulatory Review",322251,"/a-clearer-code-regulatory-review","A complete and comprehensive review of all existing Executive Branch regulations.","d586ad93-951b-487a-822b-1ca83b71374a"
"Snowmobile Trails in the Parks",321446,"/snowmobile-trails-in-the-parks","Find snowmobile trails","982da648-3be9-4d9f-927d-63a9c9eef7ea"
